,tournament_index,round,players,result
16785,636,Quarter-finals,"[1] Victoria Lust (ENG) bt [5] Samantha Cornett (CAN)
							[h2h]","11-9, 11-8, 12-10"
16786,636,Quarter-finals,"[6] Stephanie Edmison (CAN) bt [4] Ivonne Diaz (MEX)
							[h2h]","11-5, 11-8, 8-11, 11-8"
16787,636,Quarter-finals,"[3] Miranda Ranieri (CAN) bt [8] Genevieve Lessard (CAN)
							[h2h]","11-7, 9-11, 11-3, 11-4"
16788,636,Quarter-finals,"[2] Nicolette Fernandes (GUY) bt Kristen Lange (USA)
							[h2h]","11-5, 11-9, 11-4"
16789,636,1st round,[1] Victoria Lust (ENG),bye
16790,636,1st round,"[5] Samantha Cornett (CAN) bt Hollie Naughton (CAN)
							[h2h]","13-11, 11-6, 11-4"
16791,636,1st round,"[4] Ivonne Diaz (MEX) bt Ileana Novelo (MEX)
							[h2h]","11-6, 9-11, 6-11, 11-5, 11-2"
16792,636,1st round,"[6] Stephanie Edmison (CAN) bt Georgina Stoker (ENG)
							[h2h]",w/o
16793,636,1st round,"[8] Genevieve Lessard (CAN) bt Erin Roberts (CAN)
							[h2h]","11-9, 11-2, 11-9"
16794,636,1st round,"[3] Miranda Ranieri (CAN) bt Alex Clark (SCO)
							[h2h]","6-11, 11-8, 11-4, 11-5"
16795,636,1st round,"Kristen Lange (USA) bt [7] Imelda Salazar Martinez (MEX)
							[h2h]","11-3, 10-12, 11-3, 11-5"
16796,636,1st round,"[2] Nicolette Fernandes (GUY) bt Maria Toor Pakay (PAK)
							[h2h]","9-11, 11-1, 11-9, 11-6"
16797,637,Final,"[1] Heba El Torky (EGY) bt [4] Siyoli Waters (RSA)
							[h2h]","6-11, 11-8, 9-11, 11-4, 11-5 (59m)"
16798,637,Semi-finals,"[1] Heba El Torky (EGY) bt [3] Emily Whitlock (ENG)
							[h2h]","8-11, 11-5, 11-2, 11-3 (35m)"
16799,637,Semi-finals,"[4] Siyoli Waters (RSA) bt [2] Kanzy El Defrawy (EGY)
							[h2h]","7-11, 13-11, 11-3, 4-11, 11-7 (35m)"
16800,637,Quarter-finals,"[1] Heba El Torky (EGY) bt [5] Nouran El Torky (EGY)
							[h2h]","10-12, 11-7, 12-10, 11-6 (28m)"
16801,637,Quarter-finals,"[3] Emily Whitlock (ENG) bt Salma Hany Aly Nour Elden (EGY)
							[h2h]","11-9, 11-8, 11-3 (30m)"
16802,637,Quarter-finals,"[4] Siyoli Waters (RSA) bt [6] Birgit Coufal (AUT)
							[h2h]","11-5, 11-7, 12-10 (22m)"
16803,637,Quarter-finals,"[2] Kanzy El Defrawy (EGY) bt [Q] Salma Hany (EGY)
							[h2h]","11-4, 11-5, 11-6 (25m)"
16804,637,1st round,"[1] Heba El Torky (EGY) bt [Q] Nouran Gohar (EGY)
							[h2h]","11-4, 11-6, 11-5"
16805,637,1st round,"[5] Nouran El Torky (EGY) bt Salma Youssef (EGY)
							[h2h]","11-9, 4-11, 11-7, 7-11, 11-6 (37m)"
16806,637,1st round,"[3] Emily Whitlock (ENG) bt Haidi Lala (EGY)
							[h2h]","11-2, 11-5, 11-6 (28m)"
16807,637,1st round,"Salma Hany Aly Nour Elden (EGY) bt [7] Merhan Amr Mahmoud (EGY)
							[h2h]","9-11, 11-3, 11-9, 9-11, 13-11 (67m)"
16808,637,1st round,"[6] Birgit Coufal (AUT) bt Mayar Aly Ezzo (EGY)
							[h2h]","11-2, 11-3, 11-5 (20m)"
16809,637,1st round,"[4] Siyoli Waters (RSA) bt Salma Nassar (EGY)
							[h2h]","11-5, 11-5, 5-11, 11-7 (43m)"
16810,637,1st round,"[Q] Salma Hany (EGY) bt [8] Yathreb Adel (EGY)
							[h2h]",9-4 ret.
16811,637,1st round,"[2] Kanzy El Defrawy (EGY) bt Nihal Alaa Bayoumi (EGY)
							[h2h]",10-0 ret.
16812,637,Qualifying finals,"Salma Hany (EGY) bt Menna Nasser (EGY)
							[h2h]","11-5, 11-7, 11-8 (41m)"
16813,637,Qualifying finals,"Nouran Gohar (EGY) bt Aya Sherif Esmat Youssef (EGY)
							[h2h]",11-6 ret.
16814,637,1st qualifying round,Menna Nasser (EGY),bye
16815,637,1st qualifying round,"Salma Hany (EGY) bt Nadine Shahin (EGY)
							[h2h]","11-2, 11-6, 11-0 (17m)"
16816,637,1st qualifying round,"Nouran Gohar (EGY) bt Lila Omer (EGY)
							[h2h]","11-6, 11-9, 8-11, 11-8 (26m)"
16817,637,1st qualifying round,Aya Sherif Esmat Youssef (EGY),bye
16818,638,Final,"[1] Line Hansen (DEN) bt [3] Victoria Lust (ENG)
							[h2h]","11-7, 11-6, 11-8"
16819,638,Semi-finals,"[1] Line Hansen (DEN) bt [4] Olivia Blatchford (USA)
							[h2h]","11-6, 6-11, 11-2, 11-8"
16820,638,Semi-finals,"[3] Victoria Lust (ENG) bt [2] Latasha Khan (USA)
							[h2h]","11-9, 11-7, 9-11, 5-11, 11-5"
16821,638,Quarter-finals,"[1] Line Hansen (DEN) bt [7] Samantha Cornett (CAN)
							[h2h]","14-12, 11-7, 11-8"
16822,638,Quarter-finals,"[4] Olivia Blatchford (USA) bt [8] Stephanie Edmison (CAN)
							[h2h]","9-11, 12-10, 11-4, 3-11, 11-7"
16823,638,Quarter-finals,"[3] Victoria Lust (ENG) bt [5] Nicolette Fernandes (GUY)
							[h2h]","11-6, 8-11, 8-11, 12-10, 11-9"
16824,638,Quarter-finals,"[2] Latasha Khan (USA) bt [6] Miranda Ranieri (CAN)
							[h2h]","5-11, 11-7, 11-4, 11-5"
16825,638,1st round,"[1] Line Hansen (DEN) bt Maria Toor Pakay (PAK)
							[h2h]","11-8, 11-0, 11-2"
16826,638,1st round,"[7] Samantha Cornett (CAN) bt Larissa Stephenson (NZL)
							[h2h]","11-9, 11-6, 11-9"
16827,638,1st round,"[4] Olivia Blatchford (USA) bt [Q] Heidi Mather (AUS)
							[h2h]","11-2, 11-8, 11-5"
16828,638,1st round,"[8] Stephanie Edmison (CAN) bt Elpiniki Clement (USA)
							[h2h]","11-2, 11-9, 11-8"
16829,638,1st round,"[5] Nicolette Fernandes (GUY) bt Sabrina Sobhy (USA)
							[h2h]","11-7, 11-7, 11-3"
16830,638,1st round,"[3] Victoria Lust (ENG) bt Kristen Lange (USA)
							[h2h]","11-3, 11-5, 11-6"
16831,638,1st round,"[6] Miranda Ranieri (CAN) bt [Q] Nour Bahgat (EGY)
							[h2h]","11-8, 11-6, 12-10"
16832,638,1st round,"[2] Latasha Khan (USA) bt Genevieve Lessard (CAN)
							[h2h]","11-4, 11-6, 11-5"
16833,638,Qualifying finals,"Nour Bahgat (EGY) bt Ileana Novelo (MEX)
							[h2h]","11-3, 11-5, 11-8"
16834,638,Qualifying finals,Heidi Mather (AUS),bye
16835,639,Final,"[6] Lauren Briggs (ENG) bt [5] Celia Allamargot (FRA)
							[h2h]","11-5, 11-3, 11-6"
16836,639,Semi-finals,"[6] Lauren Briggs (ENG) bt [8] Maud Duplomb (FRA)
							[h2h]","8-11, 11-7, 11-5, 11-5"
16837,639,Semi-finals,"[5] Celia Allamargot (FRA) bt Lauren Siddall (ENG)
							[h2h]","11-7, 11-8, 3-11, 8-11, 11-8"
16838,639,Quarter-finals,"[8] Maud Duplomb (FRA) bt [1] Sina Wall (GER)
							[h2h]","11-8, 11-6, 11-9"
16839,639,Quarter-finals,"[6] Lauren Briggs (ENG) bt [3] Birgit Coufal (AUT)
							[h2h]","11-6, 11-4, 11-3"
16840,639,Quarter-finals,"Lauren Siddall (ENG) bt [7] Salma Nassar (EGY)
							[h2h]","11-8, 12-10, 11-3"
16841,639,Quarter-finals,"[5] Celia Allamargot (FRA) bt [2] Leonie Holt (ENG)
							[h2h]","14-12, 11-3, 12-10"
16842,639,1st round,"[1] Sina Wall (GER) bt [Q] Victoria Bell (ENG)
							[h2h]","4-11, 11-9, 11-7, 11-4"
16843,639,1st round,"[8] Maud Duplomb (FRA) bt [Q] Bine Malund Lind (DEN)
							[h2h]","11-3, 11-3, 11-3"
16844,639,1st round,"[3] Birgit Coufal (AUT) bt Sandra Polak (AUT)
							[h2h]","11-3, 11-5, 11-4"
16845,639,1st round,"[6] Lauren Briggs (ENG) bt Carrie Ramsey (ENG)
							[h2h]","11-3, 14-12, 11-6"
16846,639,1st round,"[7] Salma Nassar (EGY) bt Sally Skaarenborg (DEN)
							[h2h]","11-8, 11-6, 11-8"
16847,639,1st round,"Lauren Siddall (ENG) bt [4] Merhan Amr Mahmoud (EGY)
							[h2h]","4-11, 11-7, 11-8, 11-4"
16848,639,1st round,"[5] Celia Allamargot (FRA) bt Zephanie Curgenven (ENG)
							[h2h]","11-6, 12-10, 11-7"
16849,639,1st round,"[2] Leonie Holt (ENG) bt Nada Elkalaawy (ENG)
							[h2h]","3-11, 11-9, 4-11, 12-10, 11-7"
16850,639,Qualifying finals,"Bine Malund Lind (DEN) bt Chloe Mesic (FRA)
							[h2h]","11-8, 11-3, 12-14, 9-11, 11-6"
16851,639,Qualifying finals,"Victoria Bell (ENG) bt Fiona Power (IRL)
							[h2h]","11-3, 11-5, 11-1"
16852,640,Final,"[1] Donna Urquhart (AUS) bt [4] Joshna Chinappa (IND)
							[h2h]","8-11, 11-4, 11-5, 11-6 (39m)"
16853,640,Semi-finals,"[1] Donna Urquhart (AUS) bt [3] Lisa Camilleri (AUS)
							[h2h]","8-11, 11-4, 11-5, 11-6 (39m)"
16854,640,Semi-finals,"[4] Joshna Chinappa (IND) bt [2] Dipika Pallikal (IND)
							[h2h]","6-11, 11-9, 11-6, 6-11, 11-6 (60m)"
16855,640,Quarter-finals,"[1] Donna Urquhart (AUS) bt [7] Tenille Swartz (RSA)
							[h2h]","11-8, 14-12, 11-6 (34m)"
16856,640,Quarter-finals,"[3] Lisa Camilleri (AUS) bt [5] Siti Munirah Jusoh (MAS)
							[h2h]","11-9, 11-9, 11-4 (34m)"
16857,640,Quarter-finals,"[4] Joshna Chinappa (IND) bt [6] Misaki Kobayashi (JPN)
							[h2h]","11-4, 11-5, 11-6 (25m)"
16858,640,Quarter-finals,"[2] Dipika Pallikal (IND) bt [8] Melody Francis (AUS)
							[h2h]","11-6, 11-5, 11-6 (27m)"
16859,640,1st round,"[1] Donna Urquhart (AUS) bt Anaka Alankamony (IND)
							[h2h]","11-9, 11-3, 17-15 (32m)"
16860,640,1st round,"[7] Tenille Swartz (RSA) bt [Q] Lakshya Ragavendran (IND)
							[h2h]","11-3, 11-6, 11-3 (19m)"
16861,640,1st round,"[3] Lisa Camilleri (AUS) bt Laura Pomportes (FRA)
							[h2h]","11-4, 11-3, 11-6 (19m)"
16862,640,1st round,"[5] Siti Munirah Jusoh (MAS) bt [Q] Aparajitha Balamurukan (IND)
							[h2h]","7-11, 11-9, 8-11, 11-6, 11-2 (44m)"
16863,640,1st round,"[6] Misaki Kobayashi (JPN) bt Sarah Cardwell (AUS)
							[h2h]","11-8, 11-5, 11-7 (29m)"
16864,640,1st round,"[4] Joshna Chinappa (IND) bt Olga Ertlova (CZE)
							[h2h]","11-9, 11-3, 11-5 (30m)"
16865,640,1st round,"[8] Melody Francis (AUS) bt Adel Weir (RSA)
							[h2h]","11-4, 11-6, 11-3 (18m)"
16866,640,1st round,"[2] Dipika Pallikal (IND) bt Siyoli Waters (RSA)
							[h2h]","11-7, 11-7, 8-11, 11-0 (38m)"
16867,640,Qualifying finals,"Aparajitha Balamurukan (IND) bt Mayuri Namasivayam (IND)
							[h2h]","11-7, 11-3, 11-3 (25m)"
16868,640,Qualifying finals,"Lakshya Ragavendran (IND) bt Saai Meera (IND)
							[h2h]","7-11, 11-8, 1-11, 11-7, 11-5"
16869,641,Final,"[1] Annie Au (HKG) bt [2] Donna Urquhart (AUS)
							[h2h]","11-9, 7-11, 9-11, 11-8, 11-7 (56m)"
16870,641,Semi-finals,"[1] Annie Au (HKG) bt [3] Dipika Pallikal (IND)
							[h2h]","11-7, 11-2, 11-1 (21m)"
16871,641,Semi-finals,"[2] Donna Urquhart (AUS) bt [4] Lisa Camilleri (AUS)
							[h2h]","11-3, 11-5, 11-5 (23m)"
16872,641,Quarter-finals,"[1] Annie Au (HKG) bt [5] Joshna Chinappa (IND)
							[h2h]","12-10, 14-12, 11-8 (42m)"
16873,641,Quarter-finals,"[3] Dipika Pallikal (IND) bt [8] Melody Francis (AUS)
							[h2h]","11-9, 9-11, 11-6, 11-2 (36m)"
16874,641,Quarter-finals,"[4] Lisa Camilleri (AUS) bt [7] Siti Munirah Jusoh (MAS)
							[h2h]","11-4, 11-7, 11-4 (23m)"
16875,641,Quarter-finals,"[2] Donna Urquhart (AUS) bt Carmen Lee (HKG)
							[h2h]","11-7, 11-4, 11-2 (21m)"
16876,641,1st round,"[1] Annie Au (HKG) bt [Q] Choi Uen Shan (HKG)
							[h2h]","11-5, 11-5, 11-5 (21m)"
16877,641,1st round,"[5] Joshna Chinappa (IND) bt [Q] Siyoli Waters (RSA)
							[h2h]","11-6, 11-5, 11-7 (24m)"
16878,641,1st round,"[3] Dipika Pallikal (IND) bt Elise Ng (HKG)
							[h2h]","11-6, 11-3, 11-6 (23m)"
16879,641,1st round,"[8] Melody Francis (AUS) bt [Q] Yura Choi (KOR)
							[h2h]","11-4, 11-4, 11-6 (19m)"
16880,641,1st round,"[7] Siti Munirah Jusoh (MAS) bt [Q] Lee Ka Yi (HKG)
							[h2h]","11-9, 12-10, 11-6 (29m)"
16881,641,1st round,"[4] Lisa Camilleri (AUS) bt Sarah Cardwell (AUS)
							[h2h]","11-1, 11-1, 11-8 (23m)"
16882,641,1st round,"Carmen Lee (HKG) bt [6] Song Sun-Mi (KOR)
							[h2h]","11-8, 11-4, 8-11, 11-8 (35m)"
16883,641,1st round,"[2] Donna Urquhart (AUS) bt Liu Tsz-Ling (HKG)
							[h2h]","11-3, 11-8, 11-3 (20m)"
16884,641,Qualifying finals,"Siyoli Waters (RSA) bt Ahn Eun Tschan (KOR)
							[h2h]","11-9, 11-9, 13-11 (25m)"
16885,641,Qualifying finals,"Choi Uen Shan (HKG) bt Ho Ka Po (HKG)
							[h2h]","9-11, 8-11, 11-7, 11-4, 11-9 (38m)"
16886,641,Qualifying finals,"Yura Choi (KOR) bt Ho Tze-Lok (HKG)
							[h2h]","11-5, 5-11, 11-1, 11-8 (30m)"
16887,641,Qualifying finals,"Lee Ka Yi (HKG) bt Karman Siu (HKG)
							[h2h]","8-11, 11-8, 11-8, 9-11, 11-6 (45m)"
16888,641,1st qualifying round,Siyoli Waters (RSA),bye
16889,641,1st qualifying round,"Ahn Eun Tschan (KOR) bt Pansy Chan (HKG)
							[h2h]","11-8, 11-5, 11-5 (31m)"
16890,641,1st qualifying round,"Choi Uen Shan (HKG) bt Taba Taghavi (IRI)
							[h2h]",w/o
16891,641,1st qualifying round,Ho Ka Po (HKG),bye
16892,641,1st qualifying round,Yura Choi (KOR),bye
16893,641,1st qualifying round,"Ho Tze-Lok (HKG) bt Isabella Bersani (USA)
							[h2h]","11-5, 11-6, 12-10 (21m)"
16894,641,1st qualifying round,"Lee Ka Yi (HKG) bt Vanessa Chu (HKG)
							[h2h]","7-11, 11-6, 11-4, 11-5 (29m)"
16895,641,1st qualifying round,Karman Siu (HKG),bye
16896,642,Final,"[1] Rachael Grinham (AUS) bt [2] Kasey Brown (AUS)
							[h2h]","11-5, 10-12, 12-10, 11-7"
16897,642,Semi-finals,"[1] Rachael Grinham (AUS) bt [7] Sarah Kippax (ENG)
							[h2h]","9-11, 9-11, 13-11, 11-5, 11-7"
16898,642,Semi-finals,"[2] Kasey Brown (AUS) bt [4] Joelle King (NZL)
							[h2h]","5-11, 6-11, 11-7, 11-4, 12-10"
16899,642,Quarter-finals,"[1] Rachael Grinham (AUS) bt Natalie Grinham (NED)
							[h2h]","11-3, 11-3, 11-5"
16900,642,Quarter-finals,"[7] Sarah Kippax (ENG) bt [3] Low Wee Wern (MAS)
							[h2h]","11-7, 11-5, 2-11, 11-9"
16901,642,Quarter-finals,"[4] Joelle King (NZL) bt Joey Chan (HKG)
							[h2h]","11-5, 11-8, 11-8"
16902,642,Quarter-finals,"[2] Kasey Brown (AUS) bt [5] Samantha Teran (MEX)
							[h2h]","11-8, 11-7, 9-11, 12-10"
16903,642,1st round,"[1] Rachael Grinham (AUS) bt [Q] Sina Wall (GER)
							[h2h]","11-5, 11-3, 11-6"
16904,642,1st round,"Natalie Grinham (NED) bt [6] Amanda Sobhy (USA)
							[h2h]","10-12, 11-7, 11-6, 6-11, 11-8"
16905,642,1st round,"[3] Low Wee Wern (MAS) bt Isabelle Stoehr (FRA)
							[h2h]","11-5, 11-3, 7-11, 11-9"
16906,642,1st round,"[7] Sarah Kippax (ENG) bt Latasha Khan (USA)
							[h2h]","11-7, 7-11, 11-1, 11-9"
16907,642,1st round,"Joey Chan (HKG) bt [8] Delia Arnold (MAS)
							[h2h]","11-8, 11-3, 3-11, 9-11, 11-8"
16908,642,1st round,"[4] Joelle King (NZL) bt [Q] Olivia Blatchford (USA)
							[h2h]","11-5, 11-3, 11-7"
16909,642,1st round,"[5] Samantha Teran (MEX) bt [Q] Misaki Kobayashi (JPN)
							[h2h]","8-11, 11-4, 11-6, 11-6"
16910,642,1st round,"[2] Kasey Brown (AUS) bt [Q] Nicolette Fernandes (GUY)
							[h2h]","11-3, 11-7, 11-4"
16911,642,Qualifying finals,"Olivia Blatchford (USA) bt Thaisa Serafini (BRA)
							[h2h]","11-6, 11-7, 11-6"
16912,642,Qualifying finals,"Sina Wall (GER) bt Alexandra Norman (CAN)
							[h2h]","11-7, 11-9, 11-8"
16913,642,Qualifying finals,"Misaki Kobayashi (JPN) bt Miranda Ranieri (CAN)
							[h2h]","11-8, 9-11, 11-8, 11-9"
16914,642,Qualifying finals,"Nicolette Fernandes (GUY) bt Ivonne Diaz (MEX)
							[h2h]","11-4, 11-9, 11-4"
16915,642,1st qualifying round,"Olivia Blatchford (USA) bt Alex Clark (SCO)
							[h2h]","11-8, 11-5, 11-7"
16916,642,1st qualifying round,"Thaisa Serafini (BRA) bt Elpiniki Clement (USA)
							[h2h]","11-8, 11-4, 11-5"
16917,642,1st qualifying round,"Alexandra Norman (CAN) bt Nayelly Hernandez (MEX)
							[h2h]","5-11, 11-8, 11-7, 11-4"
16918,642,1st qualifying round,"Sina Wall (GER) bt Stephanie Edmison (CAN)
							[h2h]","11-8, 11-7, 16-14"
16919,642,1st qualifying round,"Miranda Ranieri (CAN) bt Genevieve Lessard (CAN)
							[h2h]","11-5, 11-5, 11-5"
16920,642,1st qualifying round,"Misaki Kobayashi (JPN) bt Imelda Salazar Martinez (MEX)
							[h2h]","11-5, 13-11, 11-1"
16921,642,1st qualifying round,"Ivonne Diaz (MEX) bt Karina Heredia Gonzalez (MEX)
							[h2h]","11-9, 11-2, 11-9"
16922,642,1st qualifying round,"Nicolette Fernandes (GUY) bt Sabrina Sobhy (USA)
							[h2h]","11-2, 11-4, 11-2"
16923,643,Final,"[4] Nour El Tayeb (EGY) bt [3] Jaclyn Hawkes (NZL)
							[h2h]","13-15, 5-11, 11-9, 12-10, 16-14 (110m)"
16924,643,Semi-finals,"[3] Jaclyn Hawkes (NZL) bt [1] Madeline Perry (IRL)
							[h2h]","11-5, 11-7 ret. (21m)"
16925,643,Semi-finals,"[4] Nour El Tayeb (EGY) bt [2] Vanessa Atkinson (NED)
							[h2h]","7-11, 11-7, 10-12, 11-1, 11-3 (44m)"
16926,643,Quarter-finals,"[1] Madeline Perry (IRL) bt [8] Manuela Manetta (ITA)
							[h2h]","11-7, 11-5, 11-6"
16927,643,Quarter-finals,"[3] Jaclyn Hawkes (NZL) bt [7] Dominique Lloyd-Walter (ENG)
							[h2h]","14-12, 11-13, 11-4, 11-3"
16928,643,Quarter-finals,"[4] Nour El Tayeb (EGY) bt [Q] Tenille Swartz (RSA)
							[h2h]","11-7, 11-6, 11-9"
16929,643,Quarter-finals,"[2] Vanessa Atkinson (NED) bt [6] Aisling Blake (IRL)
							[h2h]","11-9, 11-6, 8-11, 11-7"
16930,643,1st round,"[1] Madeline Perry (IRL) bt Line Hansen (DEN)
							[h2h]","11-3, 12-10, 11-4 (28m)"
16931,643,1st round,"[8] Manuela Manetta (ITA) bt Orla Noom (NED)
							[h2h]","7-11, 11-6, 11-7, 11-7 (38m)"
16932,643,1st round,"[3] Jaclyn Hawkes (NZL) bt [Q] Lauren Siddall (ENG)
							[h2h]","11-6, 11-3, 11-7 (34m)"
16933,643,1st round,"[7] Dominique Lloyd-Walter (ENG) bt [Q] Heba El Torky (EGY)
							[h2h]","11-4, 11-13, 4-11, 13-11, 12-10 (87m)"
16934,643,1st round,"[Q] Tenille Swartz (RSA) bt [5] Emma Beddoes (ENG)
							[h2h]","11-9, 11-4, 6-11, 6-11, 11-5 (58m)"
16935,643,1st round,"[4] Nour El Tayeb (EGY) bt Victoria Lust (ENG)
							[h2h]","11-5, 11-2, 11-3 (20m)"
16936,643,1st round,"[6] Aisling Blake (IRL) bt Kylie Lindsay (NZL)
							[h2h]","11-7, 11-4, 11-6 (26m)"
16937,643,1st round,"[2] Vanessa Atkinson (NED) bt [Q] Lisa Aitken (SCO)
							[h2h]","11-2, 15-13, 11-9 (25m)"
16938,643,Qualifying finals,"Heba El Torky (EGY) bt Birgit Coufal (AUT)
							[h2h]","11-6, 12-10, 11-8 (30m)"
16939,643,Qualifying finals,"Lisa Aitken (SCO) bt Adel Weir (RSA)
							[h2h]","11-5, 11-6, 11-5 (22m)"
16940,643,Qualifying finals,"Tenille Swartz (RSA) bt Laura Hill (ENG)
							[h2h]","11-9, 9-11, 11-8, 12-14, 12-10 (58m)"
16941,643,Qualifying finals,"Lauren Siddall (ENG) bt Gaby Schmohl (SUI)
							[h2h]","5-11, 13-11, 12-10, 11-7 (55m)"
16942,643,1st qualifying round,Heba El Torky (EGY),bye
16943,643,1st qualifying round,"Birgit Coufal (AUT) bt Breanne Flynn (IRL)
							[h2h]","11-3, 11-6, 11-3 (22m)"
16944,643,1st qualifying round,Adel Weir (RSA),bye
16945,643,1st qualifying round,"Lisa Aitken (SCO) bt Leonie Holt (ENG)
							[h2h]","11-3, 11-3, 13-15, 13-11"
16946,643,1st qualifying round,"Laura Hill (ENG) bt Sarah-Jane Perry (ENG)
							[h2h]","11-4, 11-8, 11-9 (23m)"
16947,643,1st qualifying round,Tenille Swartz (RSA),bye
16948,643,1st qualifying round,"Lauren Siddall (ENG) bt Zephanie Curgenven (ENG)
							[h2h]","11-6, 11-8, 9-11, 11-3 (35m)"
16949,643,1st qualifying round,Gaby Schmohl (SUI),bye
16950,644,Final,"[1] Lisa Camilleri (AUS) bt [3] Sarah Cardwell (AUS)
							[h2h]","11-1, 11-3, 11-7"
16951,644,Semi-finals,"[1] Lisa Camilleri (AUS) bt [4] Maggy Marshall (AUS)
							[h2h]","9-11, 11-3, 11-6, 11-5 (27m)"
16952,644,Semi-finals,"[3] Sarah Cardwell (AUS) bt [2] Melody Francis (AUS)
							[h2h]","11-6, 4-11, 8-11, 11-4, 11-9 (52m)"
16953,644,Quarter-finals,"[1] Lisa Camilleri (AUS) bt [5] Selena Shaikh (AUS)
							[h2h]","11-4, 11-1, 11-2"
16954,644,Quarter-finals,"[4] Maggy Marshall (AUS) bt [6] Bethany Brazier (AUS)
							[h2h]","11-6, 11-1, 11-2"
16955,644,Quarter-finals,"[3] Sarah Cardwell (AUS) bt [8] Grace McErvale (AUS)
							[h2h]","11-3, 11-7, 11-2"
16956,644,Quarter-finals,"[2] Melody Francis (AUS) bt [7] Challen Stowell (AUS)
							[h2h]","11-1, 11-7, 11-8"
16957,644,1st round,[1] Lisa Camilleri (AUS),bye
16958,644,1st round,"[5] Selena Shaikh (AUS) bt Nicole Stoneham (AUS)
							[h2h]","12-10, 4-11, 6-11, 11-3, 12-10"
16959,644,1st round,"[4] Maggy Marshall (AUS) bt Tiffany Loss (AUS)
							[h2h]","11-7, 11-1, 11-3"
16960,644,1st round,"[6] Bethany Brazier (AUS) bt Shana Smith (AUS)
							[h2h]","12-10, 11-5, 11-5"
16961,644,1st round,"[8] Grace McErvale (AUS) bt Emily Stack-Masula (AUS)
							[h2h]","11-5, 11-2, 9-11, 11-5"
16962,644,1st round,"[3] Sarah Cardwell (AUS) bt Christine Nunn (AUS)
							[h2h]","11-4, 11-4, 8-11, 11-7"
16963,644,1st round,"[7] Challen Stowell (AUS) bt Jennifer Brown (AUS)
							[h2h]","11-13, 11-5, 13-11, 7-11, 11-8"
16964,644,1st round,"[2] Melody Francis (AUS) bt Vanessa Pickerd (AUS)
							[h2h]","11-8, 11-8, 11-7"
16965,645,Final,"[1] Nicol David (MAS) bt [2] Jenny Duncalf (ENG)
							[h2h]","11-7, 11-6, 12-14, 11-4 (59m)"
16966,645,Semi-finals,"[1] Nicol David (MAS) bt [Q] Donna Urquhart (AUS)
							[h2h]","11-6, 11-8, 11-5 (30m)"
16967,645,Semi-finals,"[2] Jenny Duncalf (ENG) bt [3] Rachael Grinham (AUS)
							[h2h]","15-13, 10-12, 4-11, 11-7, 12-10 (76m)"
16968,645,Quarter-finals,"[1] Nicol David (MAS) bt [Q] Natalie Grinham (NED)
							[h2h]","11-4, 8-11, 11-8, 11-4 (47m)"
16969,645,Quarter-finals,"[Q] Donna Urquhart (AUS) bt [5] Madeline Perry (IRL)
							[h2h]","6-11, 11-13, 11-8, 12-10, 11-9 (72m)"
16970,645,Quarter-finals,"[3] Rachael Grinham (AUS) bt [Q] Sarah Kippax (ENG)
							[h2h]","11-7, 11-6, 11-7 (28m)"
16971,645,Quarter-finals,"[2] Jenny Duncalf (ENG) bt [7] Camille Serme (FRA)
							[h2h]","6-11, 11-6, 11-4, 11-7 (53m)"
16972,645,1st round,"[1] Nicol David (MAS) bt Jaclyn Hawkes (NZL)
							[h2h]","11-7, 11-6, 11-3 (29m)"
16973,645,1st round,"[Q] Natalie Grinham (NED) bt [6] Kasey Brown (AUS)
							[h2h]","11-6, 13-11, 14-12 (48m)"
16974,645,1st round,"[5] Madeline Perry (IRL) bt [Q] Amanda Sobhy (USA)
							[h2h]","6-11, 18-16, 3-11, 11-9, 11-8 (56m)"
16975,645,1st round,"[Q] Donna Urquhart (AUS) bt [4] Alison Waters (ENG)
							[h2h]","11-5, 11-9, 9-11, 10-12, 11-7 (52m)"
16976,645,1st round,"[3] Rachael Grinham (AUS) bt Marlene West (CAY)
							[h2h]","11-5, 11-4, 11-3 (24m)"
16977,645,1st round,"[Q] Sarah Kippax (ENG) bt [8] Annie Au (HKG)
							[h2h]","11-4, 11-6, 9-11, 11-8 (39m)"
16978,645,1st round,"[7] Camille Serme (FRA) bt Low Wee Wern (MAS)
							[h2h]","11-8, 11-6, 8-11, 11-2 (46m)"
16979,645,1st round,"[2] Jenny Duncalf (ENG) bt Joelle King (NZL)
							[h2h]","11-7, 2-11, 11-3, 9-11, 11-3 (54m)"
16980,645,Qualifying finals,"Donna Urquhart (AUS) bt Emma Beddoes (ENG)
							[h2h]","11-6, 8-11, 13-11, 11-9 (56m)"
16981,645,Qualifying finals,"Amanda Sobhy (USA) bt Isabelle Stoehr (FRA)
							[h2h]","11-7, 11-8, 11-2 (25m)"
16982,645,Qualifying finals,"Sarah Kippax (ENG) bt Aisling Blake (IRL)
							[h2h]","12-10, 11-8, 11-8 (41m)"
16983,645,Qualifying finals,"Natalie Grinham (NED) bt Latasha Khan (USA)
							[h2h]","11-8, 11-6, 12-10 (27m)"
16984,645,1st qualifying round,"Donna Urquhart (AUS) bt Joey Chan (HKG)
							[h2h]","7-11, 11-7, 5-11, 11-9, 11-7 (50m)"
16985,645,1st qualifying round,"Emma Beddoes (ENG) bt Nicolette Fernandes (GUY)
							[h2h]","17-15, 11-8, 7-11, 11-6 (57m)"
